index,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU),Total Generation Actual (in MU),Total Generation Estimated (in MU),Year,Month,DayOfWeek
305,2017-11-02,Northern,596.89,610.59,16.8,36.55,117.5,132.07,731.1899999999999,779.21,2017,11,3
307,2017-11-02,Southern,594.88,544.18,47.83,55.78,72.56,72.05,715.27,672.0099999999999,2017,11,3
308,2017-11-02,Eastern,451.11,422.37,0.0,0.0,36.75,40.95,487.86,463.32,2017,11,3
309,2017-11-02,NorthEastern,29.11,33.99,0.0,0.0,12.92,16.71,42.03,50.7,2017,11,3
310,2017-11-03,Northern,596.89,610.97,16.8,36.64,117.5,129.47,731.1899999999999,777.08,2017,11,4
312,2017-11-03,Southern,594.88,535.8,47.83,55.96,72.56,71.23,715.27,662.99,2017,11,4
313,2017-11-03,Eastern,451.11,437.55,0.0,0.0,36.75,40.48,487.86,478.03000000000003,2017,11,4
314,2017-11-03,NorthEastern,29.11,34.66,0.0,0.0,12.92,15.75,42.03,50.41,2017,11,4
315,2017-11-04,Northern,596.89,627.31,16.8,36.71,117.5,125.23,731.1899999999999,789.25,2017,11,5
317,2017-11-04,Southern,594.88,526.38,47.83,55.46,72.56,64.01,715.27,645.85,2017,11,5
318,2017-11-04,Eastern,451.11,437.3,0.0,0.0,36.75,39.22,487.86,476.52,2017,11,5
319,2017-11-04,NorthEastern,29.11,32.35,0.0,0.0,12.92,15.76,42.03,48.11,2017,11,5
320,2017-11-05,Northern,596.89,587.17,16.8,36.66,117.5,124.54,731.1899999999999,748.3699999999999,2017,11,6
322,2017-11-05,Southern,599.07,495.74,47.83,50.14,72.56,38.31,719.46,584.19,2017,11,6
323,2017-11-05,Eastern,451.11,438.22,0.0,0.0,36.75,37.3,487.86,475.52000000000004,2017,11,6
324,2017-11-05,NorthEastern,29.11,30.87,0.0,0.0,12.92,14.99,42.03,45.86,2017,11,6
325,2017-11-06,Northern,596.89,614.09,16.8,36.73,117.5,126.7,731.1899999999999,777.5200000000001,2017,11,0
327,2017-11-06,Southern,599.07,480.35,47.83,54.9,72.56,68.93,719.46,604.1800000000001,2017,11,0
328,2017-11-06,Eastern,451.11,432.52,0.0,0.0,36.75,40.17,487.86,472.69,2017,11,0
329,2017-11-06,NorthEastern,29.11,34.79,0.0,0.0,12.92,15.88,42.03,50.67,2017,11,0
330,2017-11-07,Northern,596.89,617.6,16.8,36.7,117.5,125.68,731.1899999999999,779.98,2017,11,1
332,2017-11-07,Southern,599.07,503.14,47.83,54.99,72.56,67.16,719.46,625.29,2017,11,1
333,2017-11-07,Eastern,454.86,424.32,0.0,0.0,36.75,39.33,491.61,463.65,2017,11,1
334,2017-11-07,NorthEastern,29.11,29.06,0.0,0.0,12.92,16.65,42.03,45.709999999999994,2017,11,1
335,2017-11-08,Northern,596.89,639.05,16.8,36.88,117.5,122.78,731.1899999999999,798.7099999999999,2017,11,2
337,2017-11-08,Southern,608.86,535.91,47.83,55.23,72.56,51.5,729.25,642.64,2017,11,2
338,2017-11-08,Eastern,454.86,430.26,0.0,0.0,36.75,37.18,491.61,467.44,2017,11,2
339,2017-11-08,NorthEastern,29.11,33.27,0.0,0.0,12.92,16.57,42.03,49.84,2017,11,2
340,2017-11-09,Northern,599.39,641.82,16.8,36.87,117.5,121.18,733.6899999999999,799.8700000000001,2017,11,3
342,2017-11-09,Southern,608.86,575.15,47.83,55.53,72.56,52.96,729.25,683.64,2017,11,3
343,2017-11-09,Eastern,454.86,426.79,0.0,0.0,36.75,35.99,491.61,462.78000000000003,2017,11,3
344,2017-11-09,NorthEastern,29.11,32.8,0.0,0.0,12.92,14.72,42.03,47.519999999999996,2017,11,3
345,2017-11-10,Northern,596.06,645.07,16.8,36.84,117.5,118.1,730.3599999999999,800.0100000000001,2017,11,4
347,2017-11-10,Southern,607.08,579.19,47.83,55.51,72.56,64.16,727.47,698.86,2017,11,4
348,2017-11-10,Eastern,454.86,406.17,0.0,0.0,36.75,37.09,491.61,443.26,2017,11,4
349,2017-11-10,NorthEastern,29.11,32.1,0.0,0.0,12.92,15.26,42.03,47.36,2017,11,4
350,2017-11-11,Northern,596.06,605.75,21.3,36.96,117.5,117.29,734.8599999999999,760.0,2017,11,5
352,2017-11-11,Southern,607.08,561.02,47.83,55.44,72.56,63.44,727.47,679.9000000000001,2017,11,5
353,2017-11-11,Eastern,454.86,416.83,0.0,0.0,36.75,35.11,491.61,451.94,2017,11,5
354,2017-11-11,NorthEastern,29.11,32.08,0.0,0.0,12.92,15.83,42.03,47.91,2017,11,5
355,2017-11-12,Northern,593.56,566.41,21.3,36.93,117.5,112.02,732.3599999999999,715.3599999999999,2017,11,6
357,2017-11-12,Southern,607.08,547.24,47.83,55.69,72.56,35.6,727.47,638.5300000000001,2017,11,6
358,2017-11-12,Eastern,454.86,416.21,0.0,0.0,36.75,34.09,491.61,450.29999999999995,2017,11,6
359,2017-11-12,NorthEastern,29.11,30.1,0.0,0.0,12.92,15.14,42.03,45.24,2017,11,6
360,2017-11-13,Northern,582.56,589.98,21.3,37.01,117.5,113.11,721.3599999999999,740.1,2017,11,0
362,2017-11-13,Southern,607.08,575.82,47.83,55.56,72.56,57.2,727.47,688.5800000000002,2017,11,0
363,2017-11-13,Eastern,454.86,420.78,0.0,0.0,36.75,38.26,491.61,459.03999999999996,2017,11,0
364,2017-11-13,NorthEastern,29.11,28.7,0.0,0.0,12.92,15.69,42.03,44.39,2017,11,0
365,2017-11-14,Northern,579.64,608.03,21.3,36.96,117.5,108.93,718.4399999999999,753.9200000000001,2017,11,1
367,2017-11-14,Southern,611.55,601.88,47.83,55.6,72.56,67.54,731.94,725.02,2017,11,1
368,2017-11-14,Eastern,454.86,419.03,0.0,0.0,36.75,38.7,491.61,457.72999999999996,2017,11,1
369,2017-11-14,NorthEastern,29.11,30.15,0.0,0.0,12.92,16.16,42.03,46.31,2017,11,1
370,2017-11-15,Northern,568.0,599.13,21.3,36.88,117.5,111.28,706.8,747.29,2017,11,2
372,2017-11-15,Southern,611.55,599.82,47.83,55.54,72.56,56.87,731.94,712.23,2017,11,2
373,2017-11-15,Eastern,475.92,407.92,0.0,0.0,36.75,37.27,512.6700000000001,445.19,2017,11,2
374,2017-11-15,NorthEastern,29.11,31.16,0.0,0.0,12.92,15.63,42.03,46.79,2017,11,2
375,2017-11-16,Northern,574.07,592.14,21.3,36.9,117.5,110.98,712.87,740.02,2017,11,3
377,2017-11-16,Southern,609.54,590.86,47.83,55.53,72.56,63.02,729.9300000000001,709.41,2017,11,3
378,2017-11-16,Eastern,479.32,402.75,0.0,0.0,36.75,34.88,516.0699999999999,437.63,2017,11,3
379,2017-11-16,NorthEastern,29.11,31.84,0.0,0.0,12.92,15.83,42.03,47.67,2017,11,3
380,2017-11-17,Northern,574.07,598.33,21.3,36.93,117.5,111.15,712.87,746.41,2017,11,4
382,2017-11-17,Southern,609.54,599.42,47.83,55.49,72.56,67.7,729.9300000000001,722.61,2017,11,4
383,2017-11-17,Eastern,479.32,396.23,0.0,0.0,36.75,39.57,516.0699999999999,435.8,2017,11,4
384,2017-11-17,NorthEastern,29.11,32.61,0.0,0.0,12.92,15.64,42.03,48.25,2017,11,4
385,2017-11-18,Northern,574.07,586.46,21.3,37.13,117.5,112.45,712.87,736.0400000000001,2017,11,5
387,2017-11-18,Southern,609.54,595.39,47.83,55.35,72.56,61.42,729.9300000000001,712.16,2017,11,5
388,2017-11-18,Eastern,474.02,399.44,0.0,0.0,36.75,36.53,510.77,435.97,2017,11,5
389,2017-11-18,NorthEastern,29.11,31.69,0.0,0.0,12.92,15.34,42.03,47.03,2017,11,5
390,2017-11-19,Northern,574.07,567.48,21.3,37.09,117.5,115.84,712.87,720.4100000000001,2017,11,6
392,2017-11-19,Southern,609.54,575.62,47.83,55.29,72.56,43.54,729.9300000000001,674.4499999999999,2017,11,6
393,2017-11-19,Eastern,474.02,408.93,0.0,0.0,36.75,28.96,510.77,437.89,2017,11,6
394,2017-11-19,NorthEastern,29.11,32.41,0.0,0.0,12.92,15.5,42.03,47.91,2017,11,6
395,2017-11-20,Northern,584.12,585.78,21.3,37.2,117.5,110.1,722.92,733.08,2017,11,0
397,2017-11-20,Southern,598.75,573.96,47.83,54.49,72.56,55.53,719.1400000000001,683.98,2017,11,0
398,2017-11-20,Eastern,474.02,420.4,0.0,0.0,36.75,32.16,510.77,452.55999999999995,2017,11,0
399,2017-11-20,NorthEastern,29.11,32.42,0.0,0.0,12.92,15.28,42.03,47.7,2017,11,0
400,2017-11-21,Northern,584.12,594.4,21.3,37.31,117.5,105.64,722.92,737.35,2017,11,1
402,2017-11-21,Southern,598.75,583.45,47.83,61.76,72.56,48.78,719.1400000000001,693.99,2017,11,1
403,2017-11-21,Eastern,473.52,410.35,0.0,0.0,36.75,30.49,510.27,440.84000000000003,2017,11,1
404,2017-11-21,NorthEastern,29.11,32.62,0.0,0.0,12.92,14.83,42.03,47.449999999999996,2017,11,1
405,2017-11-22,Northern,581.44,597.21,21.3,37.26,117.5,104.61,720.24,739.08,2017,11,2
407,2017-11-22,Southern,598.75,590.17,47.83,69.36,72.56,51.21,719.1400000000001,710.74,2017,11,2
408,2017-11-22,Eastern,466.65,420.88,0.0,0.0,36.75,29.41,503.4,450.29,2017,11,2
409,2017-11-22,NorthEastern,29.11,28.91,0.0,0.0,12.92,16.18,42.03,45.09,2017,11,2
410,2017-11-23,Northern,599.94,604.12,21.3,37.3,117.5,101.82,738.74,743.24,2017,11,3
412,2017-11-23,Southern,598.75,581.31,47.83,69.64,72.56,52.3,719.1400000000001,703.2499999999999,2017,11,3
413,2017-11-23,Eastern,466.65,435.01,0.0,0.0,36.75,27.27,503.4,462.28,2017,11,3
414,2017-11-23,NorthEastern,29.11,29.42,0.0,0.0,12.92,14.8,42.03,44.22,2017,11,3
415,2017-11-24,Northern,599.94,588.53,21.3,37.36,117.5,101.16,738.74,727.05,2017,11,4
417,2017-11-24,Southern,598.75,601.36,47.83,72.08,72.56,60.38,719.1400000000001,733.82,2017,11,4
418,2017-11-24,Eastern,466.65,450.88,0.0,0.0,36.75,26.97,503.4,477.85,2017,11,4
419,2017-11-24,NorthEastern,29.11,29.45,0.0,0.0,12.92,15.56,42.03,45.01,2017,11,4
420,2017-11-25,Northern,599.29,589.85,21.3,37.29,117.5,102.87,738.0899999999999,730.01,2017,11,5
422,2017-11-25,Southern,598.75,586.54,47.83,69.69,72.56,52.11,719.1400000000001,708.34,2017,11,5
423,2017-11-25,Eastern,471.95,433.39,0.0,0.0,36.75,27.75,508.7,461.14,2017,11,5
424,2017-11-25,NorthEastern,29.11,29.07,0.0,0.0,12.92,14.54,42.03,43.61,2017,11,5
425,2017-11-26,Northern,601.84,568.87,21.3,37.29,117.5,102.31,740.64,708.47,2017,11,6
427,2017-11-26,Southern,598.75,557.0,47.83,61.67,72.56,39.48,719.1400000000001,658.15,2017,11,6
428,2017-11-26,Eastern,477.75,430.58,0.0,0.0,36.75,23.19,514.5,453.77,2017,11,6
429,2017-11-26,NorthEastern,29.11,29.87,0.0,0.0,12.92,14.56,42.03,44.43,2017,11,6
430,2017-11-27,Northern,612.19,571.62,21.3,37.18,117.5,108.48,750.99,717.28,2017,11,0
432,2017-11-27,Southern,594.56,561.35,47.83,57.26,72.56,59.5,714.95,678.11,2017,11,0
433,2017-11-27,Eastern,482.25,440.76,0.0,0.0,36.75,31.02,519.0,471.78,2017,11,0
434,2017-11-27,NorthEastern,29.11,31.88,0.0,0.0,12.92,14.46,42.03,46.34,2017,11,0
435,2017-11-28,Northern,614.85,594.04,21.3,37.16,117.5,104.92,753.65,736.1199999999999,2017,11,1
437,2017-11-28,Southern,594.56,573.29,47.83,58.01,72.56,55.69,714.95,686.99,2017,11,1
438,2017-11-28,Eastern,482.25,444.28,0.0,0.0,36.75,31.54,519.0,475.82,2017,11,1
439,2017-11-28,NorthEastern,29.11,30.47,0.0,0.0,12.92,14.57,42.03,45.04,2017,11,1
440,2017-11-29,Northern,615.5,592.63,21.3,37.14,117.5,107.18,754.3,736.95,2017,11,2
442,2017-11-29,Southern,594.56,551.64,47.83,61.77,72.56,45.3,714.95,658.7099999999999,2017,11,2
443,2017-11-29,Eastern,482.25,453.69,0.0,0.0,36.75,28.83,519.0,482.52,2017,11,2
444,2017-11-29,NorthEastern,29.11,29.75,0.0,0.0,12.92,14.15,42.03,43.9,2017,11,2
445,2017-11-30,Northern,618.83,598.02,21.3,37.15,117.5,106.8,757.63,741.9699999999999,2017,11,3
447,2017-11-30,Southern,594.56,501.06,47.83,53.91,72.56,42.39,714.95,597.36,2017,11,3
448,2017-11-30,Eastern,482.25,456.64,0.0,0.0,36.75,27.96,519.0,484.59999999999997,2017,11,3
449,2017-11-30,NorthEastern,29.11,28.22,0.0,0.0,12.92,14.01,42.03,42.23,2017,11,3
450,2017-12-01,Northern,607.52,597.34,24.7,37.14,105.23,105.2,737.45,739.6800000000001,2017,12,4
452,2017-12-01,Southern,595.72,481.08,26.15,63.42,69.72,40.72,691.59,585.22,2017,12,4
453,2017-12-01,Eastern,472.6,445.17,0.0,0.0,22.6,27.49,495.20000000000005,472.66,2017,12,4
454,2017-12-01,NorthEastern,29.14,27.3,0.0,0.0,12.11,13.4,41.25,40.7,2017,12,4
455,2017-12-02,Northern,607.5,602.44,24.7,36.3,105.23,109.52,737.4300000000001,748.26,2017,12,5
457,2017-12-02,Southern,605.43,486.72,26.15,63.95,69.72,48.33,701.3,599.0000000000001,2017,12,5
458,2017-12-02,Eastern,472.6,440.62,0.0,0.0,22.6,26.14,495.20000000000005,466.76,2017,12,5
459,2017-12-02,NorthEastern,29.14,27.27,0.0,0.0,12.11,13.71,41.25,40.980000000000004,2017,12,5
460,2017-12-03,Northern,607.5,577.35,24.7,37.2,105.23,105.76,737.4300000000001,720.3100000000001,2017,12,6
462,2017-12-03,Southern,609.5,460.29,26.15,64.19,69.72,40.77,705.37,565.25,2017,12,6
463,2017-12-03,Eastern,470.05,437.17,0.0,0.0,22.6,22.66,492.65000000000003,459.83000000000004,2017,12,6
464,2017-12-03,NorthEastern,29.14,27.26,0.0,0.0,12.11,13.43,41.25,40.69,2017,12,6
465,2017-12-04,Northern,620.86,589.21,24.7,37.25,105.23,107.08,750.7900000000001,733.5400000000001,2017,12,0
467,2017-12-04,Southern,609.5,491.26,26.15,70.69,69.72,55.65,705.37,617.6,2017,12,0
468,2017-12-04,Eastern,470.05,438.04,0.0,0.0,22.6,26.99,492.65000000000003,465.03000000000003,2017,12,0
469,2017-12-04,NorthEastern,29.14,32.44,0.0,0.0,12.11,12.18,41.25,44.62,2017,12,0
470,2017-12-05,Northern,620.86,570.21,24.7,37.57,105.23,107.37,750.7900000000001,715.1500000000001,2017,12,1
472,2017-12-05,Southern,597.93,508.78,26.15,74.08,69.72,54.26,693.8,637.12,2017,12,1
473,2017-12-05,Eastern,470.05,434.27,0.0,0.0,22.6,27.45,492.65000000000003,461.71999999999997,2017,12,1
474,2017-12-05,NorthEastern,29.14,33.02,0.0,0.0,12.11,12.73,41.25,45.75,2017,12,1
475,2017-12-06,Northern,633.15,562.75,24.7,37.32,105.23,106.81,763.08,706.8800000000001,2017,12,2
477,2017-12-06,Southern,599.39,530.32,26.15,73.91,69.72,57.7,695.26,661.9300000000001,2017,12,2
478,2017-12-06,Eastern,474.7,442.18,0.0,0.0,22.6,23.15,497.3,465.33,2017,12,2
479,2017-12-06,NorthEastern,29.14,29.4,0.0,0.0,12.11,12.7,41.25,42.099999999999994,2017,12,2
480,2017-12-07,Northern,633.15,573.74,24.7,37.08,105.23,105.97,763.08,716.7900000000001,2017,12,3
482,2017-12-07,Southern,599.39,535.5,26.15,74.66,69.72,62.09,695.26,672.25,2017,12,3
483,2017-12-07,Eastern,474.7,442.56,0.0,0.0,22.6,22.6,497.3,465.16,2017,12,3
484,2017-12-07,NorthEastern,29.14,32.1,0.0,0.0,12.11,12.67,41.25,44.77,2017,12,3
485,2017-12-08,Northern,633.15,587.37,24.7,37.39,105.23,107.21,763.08,731.97,2017,12,4
487,2017-12-08,Southern,599.39,522.69,26.15,74.77,69.72,65.36,695.26,662.82,2017,12,4
488,2017-12-08,Eastern,474.7,443.99,0.0,0.0,22.6,23.3,497.3,467.29,2017,12,4
489,2017-12-08,NorthEastern,29.14,32.83,0.0,0.0,12.11,12.76,41.25,45.589999999999996,2017,12,4
490,2017-12-09,Northern,633.15,594.68,24.7,37.34,105.23,108.66,763.08,740.68,2017,12,5
492,2017-12-09,Southern,594.99,521.21,26.15,74.68,69.72,65.27,690.86,661.1600000000001,2017,12,5
493,2017-12-09,Eastern,474.7,447.16,0.0,0.0,22.6,23.99,497.3,471.15000000000003,2017,12,5
494,2017-12-09,NorthEastern,29.14,32.78,0.0,0.0,12.11,13.26,41.25,46.04,2017,12,5
495,2017-12-10,Northern,623.9,577.47,24.7,37.39,105.23,107.53,753.83,722.39,2017,12,6
497,2017-12-10,Southern,594.99,527.21,26.15,57.05,69.72,47.57,690.86,631.83,2017,12,6
498,2017-12-10,Eastern,474.7,443.27,0.0,0.0,22.6,22.83,497.3,466.09999999999997,2017,12,6
499,2017-12-10,NorthEastern,29.14,32.96,0.0,0.0,12.11,13.35,41.25,46.31,2017,12,6
500,2017-12-11,Northern,623.9,583.99,30.6,37.27,105.23,105.93,759.73,727.19,2017,12,0
502,2017-12-11,Southern,599.23,544.25,26.15,47.7,69.72,75.24,695.1,667.19,2017,12,0
503,2017-12-11,Eastern,474.7,441.27,0.0,0.0,22.6,26.95,497.3,468.21999999999997,2017,12,0
504,2017-12-11,NorthEastern,29.14,32.31,0.0,0.0,12.11,13.03,41.25,45.34,2017,12,0
505,2017-12-12,Northern,623.9,546.3,30.6,37.36,105.23,115.39,759.73,699.05,2017,12,1
507,2017-12-12,Southern,598.32,540.84,26.15,48.46,69.72,88.72,694.19,678.0200000000001,2017,12,1
508,2017-12-12,Eastern,469.41,442.41,0.0,0.0,22.6,26.29,492.01000000000005,468.70000000000005,2017,12,1
509,2017-12-12,NorthEastern,29.14,33.8,0.0,0.0,12.11,12.68,41.25,46.48,2017,12,1
510,2017-12-13,Northern,634.95,598.09,30.6,37.49,105.23,118.86,770.7800000000001,754.44,2017,12,2
512,2017-12-13,Southern,598.32,570.43,26.15,48.48,69.72,78.52,694.19,697.43,2017,12,2
513,2017-12-13,Eastern,469.41,442.93,0.0,0.0,22.6,27.01,492.01000000000005,469.94,2017,12,2
514,2017-12-13,NorthEastern,29.14,35.15,0.0,0.0,12.11,12.99,41.25,48.14,2017,12,2
515,2017-12-14,Northern,636.29,602.29,30.6,37.44,105.23,112.38,772.12,752.11,2017,12,3
517,2017-12-14,Southern,598.32,568.07,26.15,48.68,69.72,67.08,694.19,683.83,2017,12,3
518,2017-12-14,Eastern,469.41,437.12,0.0,0.0,22.6,24.16,492.01000000000005,461.28000000000003,2017,12,3
519,2017-12-14,NorthEastern,29.14,33.88,0.0,0.0,12.11,13.06,41.25,46.940000000000005,2017,12,3
520,2017-12-15,Northern,624.65,630.2,30.6,37.53,105.23,113.07,760.48,780.8,2017,12,4
522,2017-12-15,Southern,598.32,556.5,26.15,48.7,69.72,58.85,694.19,664.0500000000001,2017,12,4
523,2017-12-15,Eastern,465.98,439.79,0.0,0.0,22.6,25.25,488.58000000000004,465.04,2017,12,4
524,2017-12-15,NorthEastern,29.14,33.5,0.0,0.0,12.11,13.44,41.25,46.94,2017,12,4
525,2017-12-16,Northern,625.32,627.48,30.6,37.65,105.23,112.36,761.1500000000001,777.49,2017,12,5
527,2017-12-16,Southern,614.83,514.25,45.4,48.7,69.72,47.88,729.95,610.83,2017,12,5
528,2017-12-16,Eastern,465.98,437.33,0.0,0.0,22.6,21.17,488.58000000000004,458.5,2017,12,5
529,2017-12-16,NorthEastern,29.14,32.58,0.0,0.0,12.11,12.78,41.25,45.36,2017,12,5
530,2017-12-17,Northern,625.32,613.2,30.6,37.71,105.23,106.82,761.1500000000001,757.73,2017,12,6
532,2017-12-17,Southern,614.83,475.08,45.4,48.77,69.72,38.28,729.95,562.13,2017,12,6
533,2017-12-17,Eastern,461.9,438.66,0.0,0.0,22.6,19.21,484.5,457.87,2017,12,6
534,2017-12-17,NorthEastern,29.14,27.01,0.0,0.0,12.11,13.02,41.25,40.03,2017,12,6
535,2017-12-18,Northern,625.32,614.91,30.6,37.49,105.23,112.15,761.1500000000001,764.55,2017,12,0
537,2017-12-18,Southern,615.76,525.67,45.4,48.77,69.72,55.63,730.88,630.0699999999999,2017,12,0
538,2017-12-18,Eastern,464.4,447.33,0.0,0.0,22.6,22.61,487.0,469.94,2017,12,0
539,2017-12-18,NorthEastern,29.14,30.84,0.0,0.0,12.11,12.23,41.25,43.07,2017,12,0
540,2017-12-19,Northern,625.32,640.52,30.6,32.04,105.23,110.88,761.1500000000001,783.4399999999999,2017,12,1
542,2017-12-19,Southern,615.76,533.09,45.4,47.67,69.72,53.58,730.88,634.34,2017,12,1
543,2017-12-19,Eastern,464.19,454.5,0.0,0.0,22.6,22.73,486.79,477.23,2017,12,1
544,2017-12-19,NorthEastern,29.14,32.01,0.0,0.0,12.11,12.31,41.25,44.32,2017,12,1
545,2017-12-20,Northern,625.32,643.44,30.6,32.13,105.23,113.97,761.1500000000001,789.5400000000001,2017,12,2
547,2017-12-20,Southern,623.26,541.79,45.4,47.84,69.72,62.22,738.38,651.85,2017,12,2
548,2017-12-20,Eastern,464.19,454.44,0.0,0.0,22.6,23.61,486.79,478.05,2017,12,2
549,2017-12-20,NorthEastern,29.14,30.19,0.0,0.0,12.11,12.34,41.25,42.53,2017,12,2
550,2017-12-21,Northern,625.32,637.23,30.6,31.98,105.23,112.7,761.1500000000001,781.9100000000001,2017,12,3
552,2017-12-21,Southern,627.22,545.99,45.4,47.81,69.72,58.55,742.34,652.3499999999999,2017,12,3
553,2017-12-21,Eastern,464.19,451.96,0.0,0.0,22.6,23.94,486.79,475.9,2017,12,3
554,2017-12-21,NorthEastern,29.14,30.24,0.0,0.0,12.11,11.49,41.25,41.73,2017,12,3
555,2017-12-22,Northern,627.92,641.87,30.6,31.97,105.23,113.39,763.75,787.23,2017,12,4
557,2017-12-22,Southern,627.22,540.52,45.4,48.43,69.72,60.99,742.34,649.9399999999999,2017,12,4
558,2017-12-22,Eastern,464.19,453.63,0.0,0.0,22.6,24.72,486.79,478.35,2017,12,4
559,2017-12-22,NorthEastern,29.14,29.98,0.0,0.0,12.11,11.51,41.25,41.49,2017,12,4
560,2017-12-23,Northern,627.92,627.57,30.6,32.02,105.23,116.47,763.75,776.0600000000001,2017,12,5
562,2017-12-23,Southern,627.22,520.38,45.4,63.13,69.72,54.58,742.34,638.09,2017,12,5
563,2017-12-23,Eastern,466.74,454.66,0.0,0.0,22.6,26.85,489.34000000000003,481.51000000000005,2017,12,5
564,2017-12-23,NorthEastern,29.14,30.12,0.0,0.0,12.11,11.57,41.25,41.69,2017,12,5
565,2017-12-24,Northern,627.92,612.07,30.6,32.14,105.23,112.27,763.75,756.48,2017,12,6
567,2017-12-24,Southern,627.22,488.45,45.4,69.59,69.72,41.18,742.34,599.2199999999999,2017,12,6
568,2017-12-24,Eastern,462.04,450.14,0.0,0.0,22.6,25.19,484.64000000000004,475.33,2017,12,6
569,2017-12-24,NorthEastern,29.14,29.35,0.0,0.0,12.11,11.57,41.25,40.92,2017,12,6
570,2017-12-25,Northern,627.92,622.44,30.6,32.1,105.23,111.82,763.75,766.3600000000001,2017,12,0
572,2017-12-25,Southern,627.22,517.09,45.4,70.34,69.72,46.13,742.34,633.5600000000001,2017,12,0
573,2017-12-25,Eastern,462.04,449.95,0.0,0.0,22.6,25.15,484.64000000000004,475.09999999999997,2017,12,0
574,2017-12-25,NorthEastern,29.14,34.54,0.0,0.0,12.11,10.69,41.25,45.23,2017,12,0
575,2017-12-26,Northern,630.59,651.47,30.6,32.05,105.23,117.61,766.4200000000001,801.13,2017,12,1
577,2017-12-26,Southern,627.22,537.83,45.4,70.36,69.72,52.87,742.34,661.0600000000001,2017,12,1
578,2017-12-26,Eastern,471.71,456.19,0.0,0.0,22.6,22.99,494.31,479.18,2017,12,1
579,2017-12-26,NorthEastern,29.14,33.0,0.0,0.0,12.11,10.97,41.25,43.97,2017,12,1
580,2017-12-27,Northern,628.09,656.3,30.6,32.02,105.23,115.4,763.9200000000001,803.7199999999999,2017,12,2
582,2017-12-27,Southern,627.22,513.31,45.4,71.27,69.72,47.84,742.34,632.42,2017,12,2
583,2017-12-27,Eastern,471.71,465.62,0.0,0.0,22.6,23.07,494.31,488.69,2017,12,2
584,2017-12-27,NorthEastern,29.14,28.46,0.0,0.0,12.11,10.57,41.25,39.03,2017,12,2
585,2017-12-28,Northern,630.77,644.03,30.6,31.99,105.23,113.79,766.6,789.81,2017,12,3
587,2017-12-28,Southern,627.22,538.66,45.4,71.41,69.72,47.96,742.34,658.03,2017,12,3
588,2017-12-28,Eastern,471.71,459.73,0.0,0.0,22.6,22.53,494.31,482.26,2017,12,3
589,2017-12-28,NorthEastern,29.14,30.83,0.0,0.0,12.11,9.83,41.25,40.66,2017,12,3
590,2017-12-29,Northern,630.77,631.3,30.6,31.97,105.23,114.63,766.6,777.9,2017,12,4
592,2017-12-29,Southern,627.22,550.12,45.4,71.44,69.72,49.3,742.34,670.8599999999999,2017,12,4
593,2017-12-29,Eastern,471.71,460.81,0.0,0.0,22.6,23.64,494.31,484.45,2017,12,4
594,2017-12-29,NorthEastern,29.14,31.17,0.0,0.0,12.11,9.62,41.25,40.79,2017,12,4
595,2017-12-30,Northern,630.77,631.8,30.6,32.01,105.23,113.63,766.6,777.4399999999999,2017,12,5
597,2017-12-30,Southern,631.62,562.95,45.4,71.36,69.72,51.6,746.74,685.9100000000001,2017,12,5
598,2017-12-30,Eastern,471.71,450.0,0.0,0.0,22.6,25.34,494.31,475.34,2017,12,5
599,2017-12-30,NorthEastern,29.14,35.21,0.0,0.0,12.11,8.76,41.25,43.97,2017,12,5
600,2017-12-31,Northern,633.37,626.54,30.6,32.52,105.23,108.8,769.2,767.8599999999999,2017,12,6
602,2017-12-31,Southern,631.62,541.31,45.4,71.35,69.72,39.09,746.74,651.75,2017,12,6
603,2017-12-31,Eastern,474.71,446.42,0.0,0.0,22.6,22.85,497.31,469.27000000000004,2017,12,6
604,2017-12-31,NorthEastern,29.14,35.71,0.0,0.0,12.11,9.17,41.25,44.88,2017,12,6
605,2018-01-01,Northern,626.6,625.16,30.31,32.09,96.18,110.0,753.0899999999999,767.25,2018,1,0
607,2018-01-01,Southern,638.77,556.72,45.38,72.8,70.04,42.45,754.1899999999999,671.97,2018,1,0
608,2018-01-01,Eastern,478.58,435.94,0.0,0.0,21.76,21.87,500.34,457.81,2018,1,0
609,2018-01-01,NorthEastern,31.88,35.76,0.0,0.0,11.28,8.56,43.16,44.32,2018,1,0
610,2018-01-02,Northern,624.0,621.78,30.31,32.07,96.18,113.94,750.49,767.79,2018,1,1
612,2018-01-02,Southern,635.44,569.41,45.38,76.08,70.04,51.42,750.86,696.91,2018,1,1
613,2018-01-02,Eastern,476.31,454.95,0.0,0.0,21.76,19.36,498.07,474.31,2018,1,1
614,2018-01-02,NorthEastern,31.88,36.26,0.0,0.0,11.28,8.66,43.16,44.92,2018,1,1
615,2018-01-03,Northern,624.0,637.94,30.31,32.09,96.18,113.87,750.49,783.9000000000001,2018,1,2
617,2018-01-03,Southern,635.44,580.01,45.38,76.17,70.04,49.04,750.86,705.2199999999999,2018,1,2
618,2018-01-03,Eastern,476.31,465.11,0.0,0.0,21.76,18.29,498.07,483.40000000000003,2018,1,2
